route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
"0054","1","54","Rennes (Charles de Gaulle) <> Le Rheu / Cintré","Suburbaine","3","","cc90ba","ffffff"
"0055","1","55","Rennes (Charles de Gaulle) <> Mordelles / Le Verger","Suburbaine","3","","f2ab00","201d21"
"0056","1","56","Rennes (Charles de Gaulle) <> Chavagne","Suburbaine","3","","009a4a","ffffff"
"0057","1","57","Rennes (République) <> Saint-Jacques-de-la-Lande / Bruz","Suburbaine","3","","a57223","ffffff"
"0059","1","59","Vern-sur-Seiche <> Rennes (La Poterie) / Rennes (Henri Fréville) <> Bruz","Suburbaine","3","","f09cbe","201d21"
"0061","1","61","Rennes (Henri Fréville) <> Noyal-Châtillon-sur-Seiche / Saint-Erblon","Suburbaine","3","","e43d6a","ffffff"
"0064","1","64","Rennes (République) <> Acigné","Suburbaine","3","","008dd6","ffffff"
"0065","1","65","Rennes (Villejean-Université) <> Pacé / Parthenay / Clayes","Suburbaine","3","","e16ba0","ffffff"
"0067","1","67","Rennes (République) <> Cesson-Sévigné / Brécé","Suburbaine","3","","e0083b","ffffff"
"0068","1","68","Rennes (Villejean-Université) <> Gévezé","Suburbaine","3","","d6c800","201d21"
"0070","1","70","Rennes (Hoche) <> Saint-Sulpice-la-Forêt","Suburbaine","3","","EA748A","FFFFFF"
"0071","1","71","Rennes (Hoche) <> Betton / Chevaigné","Suburbaine","3","","A57223","FFFFFF"
"0072","1","72","Rennes (Henri Fréville) <> Chartres-de-Bretagne / Pont-Péan / Laillé","Suburbaine","3","","0C3C91","FFFFFF"
"0073","1","73","Rennes (La Poterie) <> Vern-sur-Seiche / Saint-Armel / Corps-Nuds","Suburbaine","3","","BF82B2","FFFFFF"
"0074","1","74","Rennes (Henri Fréville) <> Orgères / Bourgbarré","Suburbaine","3","","f6c200","201d21"
"0075","1","75","Rennes (La Poterie) <> Nouvoitou","Suburbaine","3","","ef9940","ffffff"
"0076","1","76","Rennes (Villejean-Université) <> Vezin-le-Coquet / Le Rheu","Express suburbaine","3","","FCE000","0063B0"
"0077","1","77","Rennes (Villejean-Université) <> Pacé","Suburbaine","3","","f6c200","201d21"
"0078","1","78","Rennes (Villejean-Université) <> Betton / Saint-Grégoire","Suburbaine","3","","e10068","ffffff"
"0079","1","79","Rennes (Henri Fréville) <> Laillé","Suburbaine","3","","62C3D5","000000"
"0090","1","90","Rennes (Henri Fréville) <> Saint-Jacques-de-la-Lande","Intercommunale","3","","8fc255","df171c"
"0091","1","91","Bruz / Chartres <> Noyal-Châtillon-sur-Seiche","Intercommunale","3","","8fc255","df171c"
"0093","1","93","Cintré <> L'Hermitage (Gare)","Intercommunale","3","","8FC255","DF171C"
"0094","1","94","Saint-Sulpice-la-Forêt / Chevaigné <> Betton","Intercommunale","3","","8FC255","DF171C"
"0150","1","150","Rennes (République) <> Thorigné-Fouillard","Express suburbaine","3","","FCE000","8EA1CF"
"0151","1","151","Rennes (Hoche) <> Betton","Express suburbaine","3","","FCE000","93007C"
"0152","1","152","Rennes (Lycée V. H. Basch) <> Clayes / Saint-Gilles","Express suburbaine","3","","FCE000","007A76"
"0153","1","153","Rennes (République) <> Vezin-le-Coquet / L'Hermitage / La Chapelle-Thouarault","Express suburbaine","3","","FCE000","D01733"
"0154","1","154","Rennes (République) <> Le Rheu","Express suburbaine","3","","FCE000","CC90BA"
"0155","1","155","Rennes (République) <> Mordelles","Express suburbaine","3","","FCE000","F2AB00"
"0156","1","156","Rennes (République) <> Chavagne","Express suburbaine","3","","FCE000","009A4A"
"0157","1","157","Rennes (République) <> Bruz","Express suburbaine","3","","FCE000","A57223"
"0158","1","KL","Rennes (République) <> Campus de Ker-Lann","Express suburbaine","3","","FCE000","E10077"
"0159","1","159","Rennes (Henri Fréville) <> Bruz","Express suburbaine","3","","FCE000","F09CBE"
"0161","1","161","Rennes (Henri Fréville) <> Noyal-Châtillon-sur-Seiche / Saint-Erblon / Bourgbarré","Express suburbaine","3","","FCE000","E43D6A"
"0164","1","164","Rennes (République) <> Acigné","Express suburbaine","3","","FCE000","008DD6"
"0172","1","172","Rennes (Henri Fréville) <> Chartres-de-Bretagne / Pont-Péan","Express suburbaine","3","","FCE000","0C3C91"
"0173","1","173","Rennes (La Poterie) <> Saint-Armel / Corps-Nuds","Express suburbaine","3","","FCE000","BF82B2"
"0203","1","203","Gares <> Lycée Joliot-Curie","Complémentaire","3","","DB9319","FFFFFF"
"0207","1","207","Gares <> Cesson-Sévigné (Lycée Saint-Etienne)","Complémentaire","3","","a4669d","ffffff"
"0804","1","TTZ","Rennes <> Touche Tizon","Spéciale","3","","009C99","FFFFFF"
"0805","1","STN","STAR de Nuit - Beaulieu Atalante <> J.F. Kennedy","Spéciale","3","","004B96","FFFFFF"
